current_image,is_repeat,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_up.started,set_up.stopped,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,trial.stopped,press_if_repeat.keys,block.started,block.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.032589534001090215,0.04092810200017993,0.04092810200017993,15.135473885000465,5,15.088810079001632,None,,,,,,,,,,,,,,,,,,,,1,001,2024-03-13_09h46.56.449,replicate_nsd,2023.2.3,60.07451582912764,2024-03-13 09h47.06.604164 -0400,
,,,,,,,,,,,,,,,15.13549795200015,15.135551606001172,15.135559435000687,15.15290371500123,15.15290371500123,17.95317107900155,space,2.7966454119996342,None,,,,,,,,,,,1,001,2024-03-13_09h46.56.449,replicate_nsd,2023.2.3,60.07451582912764,2024-03-13 09h47.06.604164 -0400,
face_triangles/17_28.jpg,0,0,0,0,0,17.99074493900116,,,,,,,,,,,,,,,,,,17.964169751001464,17.99074493900116,18.95287531900067,18.95287531900067,21.953080552000756,21.953080552000756,21.970036550999794,None,21.97044166300111,21.970493503000398,1,001,2024-03-13_09h46.56.449,replicate_nsd,2023.2.3,60.07451582912764,2024-03-13 09h47.06.604164 -0400,
,,,,,,21.98609191200012,,,,,,,,,,,,,,,,,,21.97079659300107,21.98609191200012,22.986680633001015,22.986680633001015,,,,,,,,,,,,,,
