current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_up.started,set_up.stopped,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,key_resp_3.started,polygon_2.started,blank_trial.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,block.started,text_2.started,text_2.stopped,block.stopped,polygon.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,key_resp_3.stopped,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
images/23_28 copy 6.jpg,0,46,0,0,0,0,46,46,46,695.6162405700015,,,,,,,,,,,,,,,,,,695.6076768249986,699.6011249139992,None,699.601272423999,,,699.6013063200007,None,,,699.6014075150015,699.6054697440013,704.6009831859992,704.5921634580009,695.6162405700015,696.6099025139993,696.6099025139993,699.6009610770016,699.6009610770016,699.6054697440013,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/19_28 copy 5.jpg,0,47,0,0,0,0,47,47,47,704.6009831859992,,,,,,,,,,,,,,,,,,704.5924785300012,708.5861344360019,None,708.5864648930001,,,708.5865092739987,None,,,708.5866398760008,708.5908256479997,713.5847408689988,713.575793799002,704.6009831859992,705.5915302220019,705.5915302220019,708.5782447480015,708.5782447480015,708.5908256479997,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/pair04.jpg,0,48,0,0,0,0,48,48,48,713.5847408689988,,,,,,,,,,,,,,,,,,713.5760806790022,717.5699505039993,None,717.5701223319993,,,717.5701583930022,None,,,717.5702624549995,717.5749723539993,722.5713383360016,722.5607860300006,713.5847408689988,714.5742493910002,714.5742493910002,717.5616989369992,717.5616989369992,717.5749723539993,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/pair18 copy 4.jpg,0,49,0,0,0,0,49,49,49,722.5713383360016,,,,,,,,,,,,,,,,,,722.5611789600007,726.5547427400015,None,726.5549160560004,,,726.5549521270004,None,,,726.555052816002,726.5598553199998,731.5515917890007,731.5453297940003,722.5713383360016,723.5590872270004,723.5590872270004,726.5461052130013,726.5461052130013,726.5598553199998,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/blank.jpg,0,50,1,0,0,0,50,50,50,731.5515917890007,,,,,,,,,,,,,,,,,,731.5455422480009,731.5480842139987,None,731.5481738740018,731.5515917890007,731.5515917890007,735.5337900220002,None,,,735.5339782939991,735.5388164079995,740.5301899939986,740.5234657789988,,,,,,,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/13_0 copy 3.jpg,0,51,0,0,0,0,51,51,51,740.5301899939986,,,,,,,,,,,,,,,,,,740.5236674090011,744.5143439960011,None,744.5145506299996,,,744.5145962079987,None,,,744.514722939999,744.5197064919994,749.5097187749998,749.503292207999,740.5301899939986,741.5230253779991,741.5230253779991,744.5098055050003,744.5098055050003,744.5197064919994,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/5_28 copy 7.jpg,0,52,0,0,0,0,52,52,52,749.5097187749998,,,,,,,,,,,,,,,,,,749.5034944139989,753.4955049170021,None,753.4956742300019,,,753.495710561001,None,,,753.4958139779992,753.5001684090021,758.4958279300008,758.4873479140006,749.5097187749998,750.5040818820016,750.5040818820016,753.4952816940022,753.4952816940022,753.5001684090021,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/pair05 copy 4.jpg,0,53,0,0,0,0,53,53,53,758.4958279300008,,,,,,,,,,,,,,,,,,758.4875927840003,762.4792290110017,None,762.479353433002,,,762.4793815590019,None,,,762.4794640460022,762.483512122999,767.4760801670018,767.4664578880001,758.4958279300008,759.4834737160018,759.4834737160018,762.4726711610019,762.4726711610019,762.483512122999,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/20_28 copy 5.jpg,0,54,0,0,0,0,54,54,54,767.4760801670018,,,,,,,,,,,,,,,,,,767.4667745430015,771.4596836119999,None,771.4598194550017,,,771.4598501719993,None,,,771.4599357680017,771.4640486220014,776.4600408020015,776.4490890090019,767.4760801670018,768.4718850860008,768.4718850860008,771.4594899399999,771.4594899399999,771.4640486220014,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/pair08 copy 3.jpg,0,55,0,0,0,0,55,55,55,776.4600408020015,,,,,,,,,,,,,,,,,,776.4494083729987,780.4444228960019,None,780.4445959430013,,,780.4446330479986,None,,,780.4447361669991,780.4491982260006,785.4413772949993,785.4352343560022,776.4600408020015,777.4476488260007,777.4476488260007,780.4363625600017,780.4363625600017,780.4491982260006,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/17_40 copy 5.jpg,0,56,0,0,0,0,56,56,56,785.4413772949993,,,,,,,,,,,,,,,,,,785.4354692369998,789.4275264600001,None,789.4277409429997,,,789.4277874130021,None,,,789.4279186749991,789.4327939739997,794.4292688669993,794.420221512999,785.4413772949993,786.4355580100018,786.4355580100018,789.4272579019998,789.4272579019998,789.4327939739997,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/24_0.jpg,0,57,0,0,0,0,57,57,57,794.4292688669993,,,,,,,,,,,,,,,,,,794.420536976002,798.4138186960008,None,798.4139917020002,,,798.4140275300015,None,,,798.4141291180022,798.4188553919994,803.4131076330013,803.4041534710013,794.4292688669993,795.4170280110011,795.4170280110011,798.4054445080001,798.4054445080001,798.4188553919994,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
images/10_28.jpg,0,58,0,0,0,0,58,58,58,803.4131076330013,,,,,,,,,,,,,,,,,,803.4044695129996,807.396598588999,None,807.3967674220003,,,807.3968034610007,None,,,807.3969062830001,807.4011415970017,812.3902875380008,812.3850062370002,803.4131076330013,804.4045515380021,804.4045515380021,807.3924367629988,807.3924367629988,807.4011415970017,,,1,001,2024-03-13_15h54.44.364,replicate_nsd,2023.2.3,59.944038284407284,2024-03-13 15h54.55.682454 -0400,
