current_image,is_repeat,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,trial.stopped,press_if_repeat.keys,block.started,block.stopped,press_if_repeat.rt,press_if_repeat.duration,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.04095950900045864,0.04182139000022289,0.04183821900005569,0.05334420500003034,0.05334420500003034,0.5607843670004513,space,0.4969740670003375,None,,,,,,,,,,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/17_28.jpg,0,0,0,0,0,0.5794383439997546,,,,,,,,,,,0.5683635890000005,1.5609440489997723,1.5609440489997723,4.561529065999821,4.561529065999821,4.5455074130004505,None,4.545897144999799,4.545946664999974,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/16_28.jpg,0,0,1,1,1,4.561529065999821,,,,,,,,,,,4.546238003000326,5.5453264610005135,5.5453264610005135,8.544783846999962,8.544783846999962,8.530867714000124,None,8.53107820400055,8.531123186000514,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/12_28.jpg,0,0,2,2,2,8.544783846999962,,,,,,,,,,,8.53142090900019,9.544894794000356,9.544894794000356,12.544436479000069,12.544436479000069,12.529083391000313,r,12.529676574000405,12.529723429000114,2.7493797340002857,None,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/19_12.jpg,0,0,3,3,3,12.544436479000069,,,,,,,,,,,12.53000237500055,13.545365422000032,13.545365422000032,16.544710914999996,16.544710914999996,16.52806225600034,r,16.52846694100026,16.528511677000097,0.39676937900003395,None,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/18_40.jpg,0,0,4,4,4,16.544710914999996,,,,,,,,,,,16.528786296999897,17.54515921300026,17.54515921300026,20.54495798300013,20.54495798300013,20.527992938000352,None,20.528201375999743,20.528244466000615,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/22_0.jpg,0,0,5,5,5,20.54495798300013,,,,,,,,,,,20.528534807000142,21.5282765259999,21.5282765259999,24.52768631700019,24.52768631700019,24.515703940000094,None,24.51591045100031,24.515952896999806,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/23_12.jpg,0,0,6,6,6,24.52768631700019,,,,,,,,,,,24.51623914599986,25.52829559700058,25.52829559700058,28.52853933500046,28.52853933500046,28.511829283000225,None,28.512036150999847,28.512078726000254,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/14_12.jpg,0,0,7,7,7,28.52853933500046,,,,,,,,,,,28.512371593000353,29.511682747000123,29.511682747000123,32.512471557000026,32.512471557000026,32.49624633300027,None,32.49645460100055,32.496498041999985,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/5_0.jpg,0,0,8,8,8,32.512471557000026,,,,,,,,,,,32.49678931300059,33.51143177999984,33.51143177999984,36.511498116999974,36.511498116999974,36.49497280000014,None,36.49518068500038,36.49523529599992,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
