current_image,is_repeat,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,instructions.started,text.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,trial.stopped,press_if_repeat.keys,block.started,block.stopped,press_if_repeat.rt,press_if_repeat.duration,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
face_triangles/11_28.jpg,0,0,9,9,9,36.511498116999974,,,,,,,,,,,36.495533326999976,37.495978642999944,37.495978642999944,40.495343237999805,40.495343237999805,40.47859739900014,None,40.47877112800052,40.47880629199972,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/17_40.jpg,0,0,10,10,10,40.495343237999805,,,,,,,,,,,40.479043266999724,41.47850498200023,41.47850498200023,44.47885270000006,44.47885270000006,44.4619484800005,None,44.46212004100016,44.46215427600055,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/10_28.jpg,0,0,11,11,11,44.47885270000006,,,,,,,,,,,44.46238848299981,45.461603001000185,45.461603001000185,48.4619541560005,48.4619541560005,48.445343045999834,None,48.445551499999965,48.445595936000245,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/14_28.jpg,0,0,12,12,12,48.4619541560005,,,,,,,,,,,48.44588975999977,49.44456100299976,49.44456100299976,52.444652760999816,52.444652760999816,52.42839386800006,None,52.42856610400031,52.42860058699989,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/24_12.jpg,0,0,13,13,13,52.444652760999816,,,,,,,,,,,52.428830548000406,53.42824249900059,53.42824249900059,56.42832765200001,56.42832765200001,56.41179981999994,None,56.41200853900045,56.412050805000035,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/21_12.jpg,0,0,14,14,14,56.42832765200001,,,,,,,,,,,56.41233989000011,57.41163198300001,57.41163198300001,60.41149703700012,60.41149703700012,60.39506622800036,None,60.39527452099992,60.39531782500035,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/15_12.jpg,0,0,15,15,15,60.41149703700012,,,,,,,,,,,60.39560754300055,61.39478675600003,61.39478675600003,64.3950614989999,64.3950614989999,64.37826165700062,None,64.37846864099993,64.37851129800038,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/9_40.jpg,0,0,16,16,16,64.3950614989999,,,,,,,,,,,64.37880286100062,65.37813631400059,65.37813631400059,68.37840135599981,68.37840135599981,68.36171374700007,None,68.36192682000001,68.36196967100022,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/10_12.jpg,0,0,17,17,17,68.37840135599981,,,,,,,,,,,68.36226454900043,69.36152837700047,69.36152837700047,72.36159875900012,72.36159875900012,72.34486925300007,None,72.34507894600029,72.34512176600037,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/20_12.jpg,0,0,18,18,18,72.36159875900012,,,,,,,,,,,72.34541668800011,73.3445807650005,73.3445807650005,76.34470082600001,76.34470082600001,76.32858691500041,None,76.32879580500048,76.32883902499998,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/8_0.jpg,0,0,19,19,19,76.34470082600001,,,,,,,,,,,76.32913152200035,77.3281475040003,77.3281475040003,,,80.32935791199998,None,80.32950464500027,80.32953622900004,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/19_40.jpg,0,0,20,20,20,80.34371967800053,,,,,,,,,,,80.3297315280006,81.34399106199999,81.34399106199999,,,84.33481035900058,None,84.3351338299999,89.3449276600004,,,84.35001443600049,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/22_28.jpg,0,0,21,21,21,89.36166846500055,,,,,,,,,,,89.34531640499972,90.32805260100031,90.32805260100031,93.32782605900047,93.32782605900047,93.31408019300034,None,93.31428896000034,93.31433336999999,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/5_28.jpg,0,0,22,22,22,93.32782605900047,,,,,,,,,,,93.31462299800023,94.32829484800004,94.32829484800004,,,97.31661504400017,r,97.31703807200029,97.31708734099993,1.906044225000187,None,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/15_40.jpg,0,0,23,23,23,97.33184367800004,,,,,,,,,,,97.31736178600022,98.32967248800014,98.32967248800014,,,101.32828275600059,None,101.32846628000061,101.3285036289999,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/11_12.jpg,0,0,24,24,24,101.34532095400027,,,,,,,,,,,101.32874070700018,102.32762204400024,102.32762204400024,105.32763172199975,105.32763172199975,105.31079756899999,None,105.31094505300007,105.31097423499978,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/17_12.jpg,0,0,25,25,25,105.32763172199975,,,,,,,,,,,105.31117179600005,106.31151106200014,106.31151106200014,109.31076196200047,109.31076196200047,109.29711018699982,None,109.29731840099976,109.29736233299991,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/13_40.jpg,0,0,26,26,26,109.31076196200047,,,,,,,,,,,109.29765385100018,110.31144032800057,110.31144032800057,113.31239507700047,113.31239507700047,113.29547234599977,None,113.29567621299975,113.29571745700014,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/23_28.jpg,0,0,27,27,27,113.31239507700047,,,,,,,,,,,113.29600102699987,114.29717989500023,114.29717989500023,117.31160141200053,117.31160141200053,117.2950641590005,None,117.29527407900059,117.29531754300024,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/24_40.jpg,0,0,28,28,28,117.31160141200053,,,,,,,,,,,117.29560877400036,118.29484345899982,118.29484345899982,121.29964291400029,121.29964291400029,121.28257276299973,None,121.2827943150005,121.28284299000006,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/21_28.jpg,0,0,29,29,29,121.29964291400029,,,,,,,,,,,121.28314512799989,122.29708975599988,122.29708975599988,125.29646717600008,125.29646717600008,125.27966719300002,None,125.27981817399996,125.27984748400013,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/6_28.jpg,0,0,30,30,30,125.29646717600008,,,,,,,,,,,125.28004357500049,126.27883947200007,126.27883947200007,129.2796029629999,129.2796029629999,129.263337073,None,129.26354564800022,129.26358862800043,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/8_40.jpg,0,0,31,31,31,129.2796029629999,,,,,,,,,,,129.26387967400024,130.2628978040002,130.2628978040002,133.26270442199984,133.26270442199984,133.24681709200013,None,133.247023291,133.247066422,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/20_0.jpg,0,0,32,32,32,133.26270442199984,,,,,,,,,,,133.24735591599983,134.24565914600043,134.24565914600043,137.25060999300058,137.25060999300058,137.2360253980005,None,137.23616939900057,137.2361975949998,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/7_40.jpg,0,0,33,33,33,137.25060999300058,,,,,,,,,,,137.2363889670005,138.25188878800054,138.25188878800054,,,141.24672437200024,None,141.24694325400014,141.24699015500028,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/9_12.jpg,0,0,34,34,34,141.26275510899995,,,,,,,,,,,141.2472833060001,142.2633501750006,142.2633501750006,,,145.2617041200001,None,145.26192546699986,145.26197148000028,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
face_triangles/placeholder.jpg,0,0,35,35,35,145.2783259759999,,,,,,,,,,,145.2622628220006,146.26123662200007,146.26123662200007,149.26143438600047,149.26143438600047,149.24492675000056,None,149.24513563100027,149.2451791399999,,,,1,001,2024-03-12_16h49.41.835,replicate_nsd,2023.2.3,59.96908533688533,2024-03-12 16h49.51.924284 -0400,
,,,,,,149.26143438600047,,,,,,,,,,,149.245469124,150.2448188090002,150.2448188090002,,,,,,,,,,,,,,,,,
