thisRow.t,notes,set_up.started,set_up.stopped,instructions.started,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03538833600032376,0.03558618100032618,0.03560769900013838,0.04863864100025239,,,,,,,,
